image_id,source_video,scene_id,frame_no,timestamp_s,split,width,height,lighting,weather,occlusion_level,blur_score,blur_level,brightness,contrast,motion_score,n_objects,classes,image_path,label_path
scene07_camA_f000105,scene07_camA.mp4,scene07,105,3.5,test,960,540,day,unknown,unknown,71.22,sharp,118.94,42.27,17.4,9,bus;person,data/frames/scene07_camA/scene07_camA_f000105.jpg,data/labels/scene07_camA/scene07_camA_f000105.txt
scene07_camA_f000120,scene07_camA.mp4,scene07,120,4.0,test,960,540,day,unknown,unknown,70.41,sharp,119.3,42.76,18.25,9,bus;person,data/frames/scene07_camA/scene07_camA_f000120.jpg,data/labels/scene07_camA/scene07_camA_f000120.txt
scene07_camA_f000135,scene07_camA.mp4,scene07,135,4.5,test,960,540,day,unknown,unknown,70.37,sharp,119.49,42.36,17.49,9,bus;person,data/frames/scene07_camA/scene07_camA_f000135.jpg,data/labels/scene07_camA/scene07_camA_f000135.txt
scene07_camA_f000150,scene07_camA.mp4,scene07,150,5.0,test,960,540,day,unknown,unknown,71.95,sharp,119.94,41.58,16.89,9,bus;person,data/frames/scene07_camA/scene07_camA_f000150.jpg,data/labels/scene07_camA/scene07_camA_f000150.txt
scene07_camA_f000165,scene07_camA.mp4,scene07,165,5.5,test,960,540,day,unknown,unknown,72.26,sharp,120.17,41.08,16.46,8,bus;person,data/frames/scene07_camA/scene07_camA_f000165.jpg,data/labels/scene07_camA/scene07_camA_f000165.txt
scene07_camA_f000180,scene07_camA.mp4,scene07,180,6.0,test,960,540,day,unknown,unknown,76.97,sharp,120.53,40.38,16.53,6,bus;person,data/frames/scene07_camA/scene07_camA_f000180.jpg,data/labels/scene07_camA/scene07_camA_f000180.txt
scene07_camA_f000195,scene07_camA.mp4,scene07,195,6.5,test,960,540,day,unknown,unknown,78.31,sharp,120.86,40.12,16.16,6,bus;person,data/frames/scene07_camA/scene07_camA_f000195.jpg,data/labels/scene07_camA/scene07_camA_f000195.txt
scene07_camA_f000210,scene07_camA.mp4,scene07,210,7.0,test,960,540,day,unknown,unknown,73.21,sharp,120.65,40.72,16.23,8,bus;person,data/frames/scene07_camA/scene07_camA_f000210.jpg,data/labels/scene07_camA/scene07_camA_f000210.txt
scene07_camA_f000225,scene07_camA.mp4,scene07,225,7.5,test,960,540,day,unknown,unknown,70.39,sharp,120.34,41.76,17.42,7,bus;person,data/frames/scene07_camA/scene07_camA_f000225.jpg,data/labels/scene07_camA/scene07_camA_f000225.txt
scene07_camA_f000240,scene07_camA.mp4,scene07,240,8.0,test,960,540,day,unknown,unknown,71.93,sharp,120.62,42.4,17.9,7,bus;person,data/frames/scene07_camA/scene07_camA_f000240.jpg,data/labels/scene07_camA/scene07_camA_f000240.txt
scene07_camA_f000255,scene07_camA.mp4,scene07,255,8.5,test,960,540,day,unknown,unknown,70.46,sharp,120.37,44.08,19.39,9,bus;person,data/frames/scene07_camA/scene07_camA_f000255.jpg,data/labels/scene07_camA/scene07_camA_f000255.txt
scene07_camA_f000270,scene07_camA.mp4,scene07,270,9.0,test,960,540,day,unknown,unknown,67.78,sharp,120.09,45.32,21.51,9,bus;person,data/frames/scene07_camA/scene07_camA_f000270.jpg,data/labels/scene07_camA/scene07_camA_f000270.txt
scene07_camA_f000285,scene07_camA.mp4,scene07,285,9.5,test,960,540,day,unknown,unknown,64.05,sharp,119.26,45.73,21.56,8,bus;person,data/frames/scene07_camA/scene07_camA_f000285.jpg,data/labels/scene07_camA/scene07_camA_f000285.txt
scene07_camA_f000300,scene07_camA.mp4,scene07,300,10.0,test,960,540,day,unknown,unknown,63.26,sharp,119.19,45.29,20.63,7,bus;person,data/frames/scene07_camA/scene07_camA_f000300.jpg,data/labels/scene07_camA/scene07_camA_f000300.txt
scene07_camA_f000315,scene07_camA.mp4,scene07,315,10.5,test,960,540,day,unknown,unknown,63.86,sharp,119.09,44.19,19.44,7,bus;person,data/frames/scene07_camA/scene07_camA_f000315.jpg,data/labels/scene07_camA/scene07_camA_f000315.txt
scene07_camA_f000330,scene07_camA.mp4,scene07,330,11.0,test,960,540,day,unknown,unknown,64.62,sharp,118.88,43.31,18.52,6,bus;person,data/frames/scene07_camA/scene07_camA_f000330.jpg,data/labels/scene07_camA/scene07_camA_f000330.txt
scene07_camA_f000345,scene07_camA.mp4,scene07,345,11.5,test,960,540,day,unknown,unknown,61.84,sharp,118.37,41.67,17.06,5,bus;person,data/frames/scene07_camA/scene07_camA_f000345.jpg,data/labels/scene07_camA/scene07_camA_f000345.txt
scene07_camA_f000360,scene07_camA.mp4,scene07,360,12.0,test,960,540,day,unknown,unknown,65.2,sharp,118.63,40.15,15.38,4,bus;person,data/frames/scene07_camA/scene07_camA_f000360.jpg,data/labels/scene07_camA/scene07_camA_f000360.txt
scene07_camA_f000375,scene07_camA.mp4,scene07,375,12.5,test,960,540,day,unknown,unknown,65.1,sharp,118.66,38.74,13.56,4,bus;person,data/frames/scene07_camA/scene07_camA_f000375.jpg,data/labels/scene07_camA/scene07_camA_f000375.txt
scene07_camA_f000390,scene07_camA.mp4,scene07,390,13.0,test,960,540,day,unknown,unknown,67.36,sharp,118.78,37.84,12.37,4,bus;person,data/frames/scene07_camA/scene07_camA_f000390.jpg,data/labels/scene07_camA/scene07_camA_f000390.txt
scene07_camA_f000405,scene07_camA.mp4,scene07,405,13.5,test,960,540,day,unknown,unknown,65.08,sharp,118.05,37.51,11.37,3,bus;person,data/frames/scene07_camA/scene07_camA_f000405.jpg,data/labels/scene07_camA/scene07_camA_f000405.txt
scene07_camA_f000420,scene07_camA.mp4,scene07,420,14.0,test,960,540,day,unknown,unknown,69.24,sharp,118.46,35.88,10.29,4,bus;person,data/frames/scene07_camA/scene07_camA_f000420.jpg,data/labels/scene07_camA/scene07_camA_f000420.txt
scene07_camA_f000435,scene07_camA.mp4,scene07,435,14.5,test,960,540,day,unknown,unknown,77.0,sharp,118.89,35.33,9.74,4,bus;person,data/frames/scene07_camA/scene07_camA_f000435.jpg,data/labels/scene07_camA/scene07_camA_f000435.txt
scene08_camA_f000000,scene08_camA.mp4,scene08,0,0.0,train,960,540,day,unknown,unknown,29.8,blurred,117.21,25.42,0.0,1,person,data/frames/scene08_camA/scene08_camA_f000000.jpg,data/labels/scene08_camA/scene08_camA_f000000.txt
scene08_camA_f000015,scene08_camA.mp4,scene08,15,0.5,train,960,540,day,unknown,unknown,29.27,blurred,117.18,26.77,3.37,1,person,data/frames/scene08_camA/scene08_camA_f000015.jpg,data/labels/scene08_camA/scene08_camA_f000015.txt
scene08_camA_f000030,scene08_camA.mp4,scene08,30,1.0,train,960,540,day,unknown,unknown,27.79,blurred,117.68,28.29,3.98,3,bus;person,data/frames/scene08_camA/scene08_camA_f000030.jpg,data/labels/scene08_camA/scene08_camA_f000030.txt
scene08_camA_f000045,scene08_camA.mp4,scene08,45,1.5,train,960,540,day,unknown,unknown,27.31,blurred,118.12,29.45,5.07,4,bus;person,data/frames/scene08_camA/scene08_camA_f000045.jpg,data/labels/scene08_camA/scene08_camA_f000045.txt
scene08_camA_f000060,scene08_camA.mp4,scene08,60,2.0,train,960,540,day,unknown,unknown,26.6,blurred,118.57,30.33,5.89,4,bus;person,data/frames/scene08_camA/scene08_camA_f000060.jpg,data/labels/scene08_camA/scene08_camA_f000060.txt
scene08_camA_f000075,scene08_camA.mp4,scene08,75,2.5,train,960,540,day,unknown,unknown,26.78,blurred,118.9,31.37,6.29,4,bus;person,data/frames/scene08_camA/scene08_camA_f000075.jpg,data/labels/scene08_camA/scene08_camA_f000075.txt
scene08_camA_f000090,scene08_camA.mp4,scene08,90,3.0,train,960,540,day,unknown,unknown,25.99,blurred,119.26,32.1,7.13,4,bus;person,data/frames/scene08_camA/scene08_camA_f000090.jpg,data/labels/scene08_camA/scene08_camA_f000090.txt
scene08_camA_f000105,scene08_camA.mp4,scene08,105,3.5,train,960,540,day,unknown,unknown,26.65,blurred,119.82,32.96,7.8,4,bus;person,data/frames/scene08_camA/scene08_camA_f000105.jpg,data/labels/scene08_camA/scene08_camA_f000105.txt
scene08_camA_f000120,scene08_camA.mp4,scene08,120,4.0,train,960,540,day,unknown,unknown,26.32,blurred,119.95,33.62,8.71,4,bus;person,data/frames/scene08_camA/scene08_camA_f000120.jpg,data/labels/scene08_camA/scene08_camA_f000120.txt
scene08_camA_f000135,scene08_camA.mp4,scene08,135,4.5,train,960,540,day,unknown,unknown,25.79,blurred,120.05,33.91,9.32,4,bus;person,data/frames/scene08_camA/scene08_camA_f000135.jpg,data/labels/scene08_camA/scene08_camA_f000135.txt
scene08_camA_f000150,scene08_camA.mp4,scene08,150,5.0,train,960,540,day,unknown,unknown,25.78,blurred,120.2,34.02,9.44,4,bus;person,data/frames/scene08_camA/scene08_camA_f000150.jpg,data/labels/scene08_camA/scene08_camA_f000150.txt
scene08_camA_f000165,scene08_camA.mp4,scene08,165,5.5,train,960,540,day,unknown,unknown,25.68,blurred,120.29,34.18,9.7,4,bus;person,data/frames/scene08_camA/scene08_camA_f000165.jpg,data/labels/scene08_camA/scene08_camA_f000165.txt
scene08_camA_f000180,scene08_camA.mp4,scene08,180,6.0,train,960,540,day,unknown,unknown,26.2,blurred,120.24,34.05,9.05,4,bus;person,data/frames/scene08_camA/scene08_camA_f000180.jpg,data/labels/scene08_camA/scene08_camA_f000180.txt
scene08_camA_f000195,scene08_camA.mp4,scene08,195,6.5,train,960,540,day,unknown,unknown,26.28,blurred,120.23,33.75,9.24,4,bus;person,data/frames/scene08_camA/scene08_camA_f000195.jpg,data/labels/scene08_camA/scene08_camA_f000195.txt
scene08_camA_f000210,scene08_camA.mp4,scene08,210,7.0,train,960,540,day,unknown,unknown,25.68,blurred,120.05,33.79,8.48,4,bus;person,data/frames/scene08_camA/scene08_camA_f000210.jpg,data/labels/scene08_camA/scene08_camA_f000210.txt
scene08_camA_f000225,scene08_camA.mp4,scene08,225,7.5,train,960,540,day,unknown,unknown,25.41,blurred,120.43,34.2,8.74,4,bus;person,data/frames/scene08_camA/scene08_camA_f000225.jpg,data/labels/scene08_camA/scene08_camA_f000225.txt
scene08_camA_f000240,scene08_camA.mp4,scene08,240,8.0,train,960,540,day,unknown,unknown,25.96,blurred,120.68,34.31,9.57,4,bus;person,data/frames/scene08_camA/scene08_camA_f000240.jpg,data/labels/scene08_camA/scene08_camA_f000240.txt
scene08_camA_f000255,scene08_camA.mp4,scene08,255,8.5,train,960,540,day,unknown,unknown,24.73,blurred,120.92,34.57,9.6,4,bus;person,data/frames/scene08_camA/scene08_camA_f000255.jpg,data/labels/scene08_camA/scene08_camA_f000255.txt
scene08_camA_f000270,scene08_camA.mp4,scene08,270,9.0,train,960,540,day,unknown,unknown,24.97,blurred,121.25,35.42,10.35,4,bus;person,data/frames/scene08_camA/scene08_camA_f000270.jpg,data/labels/scene08_camA/scene08_camA_f000270.txt
scene08_camA_f000285,scene08_camA.mp4,scene08,285,9.5,train,960,540,day,unknown,unknown,24.73,blurred,121.37,35.52,10.84,4,bus;person,data/frames/scene08_camA/scene08_camA_f000285.jpg,data/labels/scene08_camA/scene08_camA_f000285.txt
scene08_camA_f000300,scene08_camA.mp4,scene08,300,10.0,train,960,540,day,unknown,unknown,25.0,blurred,121.59,35.75,11.31,4,bus;person,data/frames/scene08_camA/scene08_camA_f000300.jpg,data/labels/scene08_camA/scene08_camA_f000300.txt
scene08_camA_f000315,scene08_camA.mp4,scene08,315,10.5,train,960,540,day,unknown,unknown,24.76,blurred,121.61,35.9,11.24,4,bus;person,data/frames/scene08_camA/scene08_camA_f000315.jpg,data/labels/scene08_camA/scene08_camA_f000315.txt
scene08_camA_f000330,scene08_camA.mp4,scene08,330,11.0,train,960,540,day,unknown,unknown,24.85,blurred,121.81,36.05,11.57,4,bus;person,data/frames/scene08_camA/scene08_camA_f000330.jpg,data/labels/scene08_camA/scene08_camA_f000330.txt
scene08_camA_f000345,scene08_camA.mp4,scene08,345,11.5,train,960,540,day,unknown,unknown,25.33,blurred,121.62,35.76,11.45,3,bus;person,data/frames/scene08_camA/scene08_camA_f000345.jpg,data/labels/scene08_camA/scene08_camA_f000345.txt
scene08_camA_f000360,scene08_camA.mp4,scene08,360,12.0,train,960,540,day,unknown,unknown,21.87,blurred,121.49,35.59,10.65,2,bus,data/frames/scene08_camA/scene08_camA_f000360.jpg,data/labels/scene08_camA/scene08_camA_f000360.txt
scene08_camA_f000375,scene08_camA.mp4,scene08,375,12.5,train,960,540,day,unknown,unknown,21.21,blurred,121.56,35.72,10.66,2,bus,data/frames/scene08_camA/scene08_camA_f000375.jpg,data/labels/scene08_camA/scene08_camA_f000375.txt
scene08_camA_f000390,scene08_camA.mp4,scene08,390,13.0,train,960,540,day,unknown,unknown,20.95,blurred,121.6,36.03,10.44,2,bus,data/frames/scene08_camA/scene08_camA_f000390.jpg,data/labels/scene08_camA/scene08_camA_f000390.txt
scene08_camA_f000405,scene08_camA.mp4,scene08,405,13.5,train,960,540,day,unknown,unknown,20.8,blurred,121.43,35.97,10.54,2,bus,data/frames/scene08_camA/scene08_camA_f000405.jpg,data/labels/scene08_camA/scene08_camA_f000405.txt
scene08_camA_f000420,scene08_camA.mp4,scene08,420,14.0,train,960,540,day,unknown,unknown,20.87,blurred,121.18,35.71,10.11,2,bus,data/frames/scene08_camA/scene08_camA_f000420.jpg,data/labels/scene08_camA/scene08_camA_f000420.txt
scene08_camA_f000435,scene08_camA.mp4,scene08,435,14.5,train,960,540,day,unknown,unknown,21.73,blurred,121.25,35.15,9.3,3,bus;person,data/frames/scene08_camA/scene08_camA_f000435.jpg,data/labels/scene08_camA/scene08_camA_f000435.txt
scene09_camA_f000000,scene09_camA.mp4,scene09,0,0.0,train,960,540,night,unknown,unknown,42.95,sharp,48.95,12.36,0.0,2,person,data/frames/scene09_camA/scene09_camA_f000000.jpg,data/labels/scene09_camA/scene09_camA_f000000.txt
scene09_camA_f000015,scene09_camA.mp4,scene09,15,0.5,train,960,540,night,unknown,unknown,49.5,sharp,49.18,12.99,1.43,3,person,data/frames/scene09_camA/scene09_camA_f000015.jpg,data/labels/scene09_camA/scene09_camA_f000015.txt
scene09_camA_f000030,scene09_camA.mp4,scene09,30,1.0,train,960,540,night,unknown,unknown,54.97,sharp,49.47,13.5,2.2,3,person,data/frames/scene09_camA/scene09_camA_f000030.jpg,data/labels/scene09_camA/scene09_camA_f000030.txt
scene09_camA_f000045,scene09_camA.mp4,scene09,45,1.5,train,960,540,night,unknown,unknown,54.54,sharp,49.48,14.07,2.74,4,bus;person,data/frames/scene09_camA/scene09_camA_f000045.jpg,data/labels/scene09_camA/scene09_camA_f000045.txt
scene09_camA_f000060,scene09_camA.mp4,scene09,60,2.0,train,960,540,night,unknown,unknown,53.45,sharp,49.67,14.49,3.08,4,bus;person,data/frames/scene09_camA/scene09_camA_f000060.jpg,data/labels/scene09_camA/scene09_camA_f000060.txt
scene09_camA_f000075,scene09_camA.mp4,scene09,75,2.5,train,960,540,night,unknown,unknown,55.28,sharp,49.82,14.86,3.39,4,bus;person,data/frames/scene09_camA/scene09_camA_f000075.jpg,data/labels/scene09_camA/scene09_camA_f000075.txt
scene09_camA_f000090,scene09_camA.mp4,scene09,90,3.0,train,960,540,night,unknown,unknown,56.18,sharp,49.79,15.01,3.69,4,bus;person,data/frames/scene09_camA/scene09_camA_f000090.jpg,data/labels/scene09_camA/scene09_camA_f000090.txt
scene09_camA_f000105,scene09_camA.mp4,scene09,105,3.5,train,960,540,night,unknown,unknown,55.57,sharp,49.7,14.89,3.83,4,bus;person,data/frames/scene09_camA/scene09_camA_f000105.jpg,data/labels/scene09_camA/scene09_camA_f000105.txt
scene09_camA_f000120,scene09_camA.mp4,scene09,120,4.0,train,960,540,night,unknown,unknown,53.13,sharp,49.67,14.64,3.66,3,bus;person,data/frames/scene09_camA/scene09_camA_f000120.jpg,data/labels/scene09_camA/scene09_camA_f000120.txt
scene09_camA_f000135,scene09_camA.mp4,scene09,135,4.5,train,960,540,night,unknown,unknown,51.43,sharp,49.59,14.67,3.38,3,bus;person,data/frames/scene09_camA/scene09_camA_f000135.jpg,data/labels/scene09_camA/scene09_camA_f000135.txt
scene09_camA_f000150,scene09_camA.mp4,scene09,150,5.0,train,960,540,night,unknown,unknown,54.4,sharp,49.53,14.53,3.11,4,bus;person,data/frames/scene09_camA/scene09_camA_f000150.jpg,data/labels/scene09_camA/scene09_camA_f000150.txt
scene09_camA_f000165,scene09_camA.mp4,scene09,165,5.5,train,960,540,night,unknown,unknown,49.16,sharp,49.28,13.93,2.66,3,bus;person,data/frames/scene09_camA/scene09_camA_f000165.jpg,data/labels/scene09_camA/scene09_camA_f000165.txt
scene09_camA_f000180,scene09_camA.mp4,scene09,180,6.0,train,960,540,night,unknown,unknown,50.44,sharp,49.42,13.69,2.35,3,bus;person,data/frames/scene09_camA/scene09_camA_f000180.jpg,data/labels/scene09_camA/scene09_camA_f000180.txt
scene09_camA_f000195,scene09_camA.mp4,scene09,195,6.5,train,960,540,night,unknown,unknown,54.11,sharp,49.49,13.77,2.36,3,bus;person,data/frames/scene09_camA/scene09_camA_f000195.jpg,data/labels/scene09_camA/scene09_camA_f000195.txt
scene09_camA_f000210,scene09_camA.mp4,scene09,210,7.0,train,960,540,night,unknown,unknown,56.17,sharp,49.61,14.05,2.58,4,bus;person,data/frames/scene09_camA/scene09_camA_f000210.jpg,data/labels/scene09_camA/scene09_camA_f000210.txt
scene09_camA_f000225,scene09_camA.mp4,scene09,225,7.5,train,960,540,night,unknown,unknown,53.51,sharp,49.57,14.39,3.07,4,bus;person,data/frames/scene09_camA/scene09_camA_f000225.jpg,data/labels/scene09_camA/scene09_camA_f000225.txt
scene09_camA_f000240,scene09_camA.mp4,scene09,240,8.0,train,960,540,night,unknown,unknown,54.37,sharp,49.86,15.03,3.55,5,bus;person,data/frames/scene09_camA/scene09_camA_f000240.jpg,data/labels/scene09_camA/scene09_camA_f000240.txt
scene09_camA_f000255,scene09_camA.mp4,scene09,255,8.5,train,960,540,night,unknown,unknown,55.8,sharp,50.04,15.54,4.1,5,bus;person,data/frames/scene09_camA/scene09_camA_f000255.jpg,data/labels/scene09_camA/scene09_camA_f000255.txt
scene09_camA_f000270,scene09_camA.mp4,scene09,270,9.0,train,960,540,night,unknown,unknown,53.87,sharp,50.12,15.62,4.36,4,bus;person,data/frames/scene09_camA/scene09_camA_f000270.jpg,data/labels/scene09_camA/scene09_camA_f000270.txt
scene09_camA_f000285,scene09_camA.mp4,scene09,285,9.5,train,960,540,night,unknown,unknown,54.02,sharp,50.11,15.67,4.44,4,bus;person,data/frames/scene09_camA/scene09_camA_f000285.jpg,data/labels/scene09_camA/scene09_camA_f000285.txt
scene09_camA_f000300,scene09_camA.mp4,scene09,300,10.0,train,960,540,night,unknown,unknown,53.05,sharp,50.15,15.66,4.45,4,bus;person,data/frames/scene09_camA/scene09_camA_f000300.jpg,data/labels/scene09_camA/scene09_camA_f000300.txt
scene09_camA_f000315,scene09_camA.mp4,scene09,315,10.5,train,960,540,night,unknown,unknown,50.56,sharp,49.91,15.41,4.18,4,bus;person,data/frames/scene09_camA/scene09_camA_f000315.jpg,data/labels/scene09_camA/scene09_camA_f000315.txt
scene09_camA_f000330,scene09_camA.mp4,scene09,330,11.0,train,960,540,night,unknown,unknown,51.38,sharp,49.84,14.96,3.76,4,bus;person,data/frames/scene09_camA/scene09_camA_f000330.jpg,data/labels/scene09_camA/scene09_camA_f000330.txt
scene09_camA_f000345,scene09_camA.mp4,scene09,345,11.5,train,960,540,night,unknown,unknown,52.01,sharp,49.66,14.44,3.3,4,bus;person,data/frames/scene09_camA/scene09_camA_f000345.jpg,data/labels/scene09_camA/scene09_camA_f000345.txt
scene09_camA_f000360,scene09_camA.mp4,scene09,360,12.0,train,960,540,night,unknown,unknown,46.55,sharp,49.15,13.71,2.7,3,bus;person,data/frames/scene09_camA/scene09_camA_f000360.jpg,data/labels/scene09_camA/scene09_camA_f000360.txt
scene09_camA_f000375,scene09_camA.mp4,scene09,375,12.5,train,960,540,night,unknown,unknown,45.33,sharp,49.18,13.42,1.89,3,bus;person,data/frames/scene09_camA/scene09_camA_f000375.jpg,data/labels/scene09_camA/scene09_camA_f000375.txt
scene09_camA_f000390,scene09_camA.mp4,scene09,390,13.0,train,960,540,night,unknown,unknown,44.47,sharp,49.05,13.1,1.8,3,bus;person,data/frames/scene09_camA/scene09_camA_f000390.jpg,data/labels/scene09_camA/scene09_camA_f000390.txt
scene09_camA_f000405,scene09_camA.mp4,scene09,405,13.5,train,960,540,night,unknown,unknown,42.53,sharp,48.88,12.68,1.52,2,person,data/frames/scene09_camA/scene09_camA_f000405.jpg,data/labels/scene09_camA/scene09_camA_f000405.txt
scene09_camA_f000420,scene09_camA.mp4,scene09,420,14.0,train,960,540,night,unknown,unknown,38.1,blurred,48.81,12.14,1.12,2,person,data/frames/scene09_camA/scene09_camA_f000420.jpg,data/labels/scene09_camA/scene09_camA_f000420.txt
scene09_camA_f000435,scene09_camA.mp4,scene09,435,14.5,train,960,540,night,unknown,unknown,41.8,sharp,48.98,12.29,0.94,1,person,data/frames/scene09_camA/scene09_camA_f000435.jpg,data/labels/scene09_camA/scene09_camA_f000435.txt
scene10_camA_f000000,scene10_camA.mp4,scene10,0,0.0,train,960,540,night,unknown,unknown,430.71,sharp,16.36,4.79,0.0,2,bus;person,data/frames/scene10_camA/scene10_camA_f000000.jpg,data/labels/scene10_camA/scene10_camA_f000000.txt
scene10_camA_f000015,scene10_camA.mp4,scene10,15,0.5,train,960,540,night,unknown,unknown,313.14,sharp,16.38,4.9,2.79,3,bus;person,data/frames/scene10_camA/scene10_camA_f000015.jpg,data/labels/scene10_camA/scene10_camA_f000015.txt
scene10_camA_f000030,scene10_camA.mp4,scene10,30,1.0,train,960,540,night,unknown,unknown,294.86,sharp,16.55,5.14,2.83,3,bus;person,data/frames/scene10_camA/scene10_camA_f000030.jpg,data/labels/scene10_camA/scene10_camA_f000030.txt
scene10_camA_f000045,scene10_camA.mp4,scene10,45,1.5,train,960,540,night,unknown,unknown,289.71,sharp,16.42,5.21,2.98,3,bus;person,data/frames/scene10_camA/scene10_camA_f000045.jpg,data/labels/scene10_camA/scene10_camA_f000045.txt
scene10_camA_f000060,scene10_camA.mp4,scene10,60,2.0,train,960,540,night,unknown,unknown,356.48,sharp,16.52,5.41,3.22,3,bus;person,data/frames/scene10_camA/scene10_camA_f000060.jpg,data/labels/scene10_camA/scene10_camA_f000060.txt
scene10_camA_f000075,scene10_camA.mp4,scene10,75,2.5,train,960,540,night,unknown,unknown,265.21,sharp,16.48,5.47,3.34,4,bus;person,data/frames/scene10_camA/scene10_camA_f000075.jpg,data/labels/scene10_camA/scene10_camA_f000075.txt
scene10_camA_f000090,scene10_camA.mp4,scene10,90,3.0,train,960,540,night,unknown,unknown,249.15,sharp,16.6,5.57,3.29,4,bus;person,data/frames/scene10_camA/scene10_camA_f000090.jpg,data/labels/scene10_camA/scene10_camA_f000090.txt
scene10_camA_f000105,scene10_camA.mp4,scene10,105,3.5,train,960,540,night,unknown,unknown,245.59,sharp,16.55,5.73,3.38,4,bus;person,data/frames/scene10_camA/scene10_camA_f000105.jpg,data/labels/scene10_camA/scene10_camA_f000105.txt
scene10_camA_f000120,scene10_camA.mp4,scene10,120,4.0,train,960,540,night,unknown,unknown,304.72,sharp,16.6,5.87,3.61,4,bus;person,data/frames/scene10_camA/scene10_camA_f000120.jpg,data/labels/scene10_camA/scene10_camA_f000120.txt
scene10_camA_f000135,scene10_camA.mp4,scene10,135,4.5,train,960,540,night,unknown,unknown,232.49,sharp,16.51,5.76,3.64,4,bus;person,data/frames/scene10_camA/scene10_camA_f000135.jpg,data/labels/scene10_camA/scene10_camA_f000135.txt
scene10_camA_f000150,scene10_camA.mp4,scene10,150,5.0,train,960,540,night,unknown,unknown,237.18,sharp,16.62,5.78,3.51,4,bus;person,data/frames/scene10_camA/scene10_camA_f000150.jpg,data/labels/scene10_camA/scene10_camA_f000150.txt
scene10_camA_f000165,scene10_camA.mp4,scene10,165,5.5,train,960,540,night,unknown,unknown,245.35,sharp,16.51,5.76,3.51,4,bus;person,data/frames/scene10_camA/scene10_camA_f000165.jpg,data/labels/scene10_camA/scene10_camA_f000165.txt
scene10_camA_f000180,scene10_camA.mp4,scene10,180,6.0,train,960,540,night,unknown,unknown,309.21,sharp,16.55,5.84,3.6,4,bus;person,data/frames/scene10_camA/scene10_camA_f000180.jpg,data/labels/scene10_camA/scene10_camA_f000180.txt
scene10_camA_f000195,scene10_camA.mp4,scene10,195,6.5,train,960,540,night,unknown,unknown,245.48,sharp,16.48,5.67,3.51,4,bus;person,data/frames/scene10_camA/scene10_camA_f000195.jpg,data/labels/scene10_camA/scene10_camA_f000195.txt
scene10_camA_f000210,scene10_camA.mp4,scene10,210,7.0,train,960,540,night,unknown,unknown,261.98,sharp,16.57,5.47,3.25,4,bus;person,data/frames/scene10_camA/scene10_camA_f000210.jpg,data/labels/scene10_camA/scene10_camA_f000210.txt
scene10_camA_f000225,scene10_camA.mp4,scene10,225,7.5,train,960,540,night,unknown,unknown,278.96,sharp,16.46,5.35,3.19,3,bus;person,data/frames/scene10_camA/scene10_camA_f000225.jpg,data/labels/scene10_camA/scene10_camA_f000225.txt
scene10_camA_f000240,scene10_camA.mp4,scene10,240,8.0,train,960,540,night,unknown,unknown,364.87,sharp,16.47,5.29,3.23,3,bus;person,data/frames/scene10_camA/scene10_camA_f000240.jpg,data/labels/scene10_camA/scene10_camA_f000240.txt
scene10_camA_f000255,scene10_camA.mp4,scene10,255,8.5,train,960,540,night,unknown,unknown,299.96,sharp,16.4,5.12,3.13,3,bus;person,data/frames/scene10_camA/scene10_camA_f000255.jpg,data/labels/scene10_camA/scene10_camA_f000255.txt
scene10_camA_f000270,scene10_camA.mp4,scene10,270,9.0,train,960,540,night,unknown,unknown,306.29,sharp,16.48,5.11,2.96,3,bus;person,data/frames/scene10_camA/scene10_camA_f000270.jpg,data/labels/scene10_camA/scene10_camA_f000270.txt
scene10_camA_f000285,scene10_camA.mp4,scene10,285,9.5,train,960,540,night,unknown,unknown,309.44,sharp,16.39,5.05,2.94,3,bus;person,data/frames/scene10_camA/scene10_camA_f000285.jpg,data/labels/scene10_camA/scene10_camA_f000285.txt
scene10_camA_f000300,scene10_camA.mp4,scene10,300,10.0,train,960,540,night,unknown,unknown,392.44,sharp,16.44,5.13,3.02,3,bus;person,data/frames/scene10_camA/scene10_camA_f000300.jpg,data/labels/scene10_camA/scene10_camA_f000300.txt
scene10_camA_f000315,scene10_camA.mp4,scene10,315,10.5,train,960,540,night,unknown,unknown,303.8,sharp,16.36,5.02,3.0,3,bus;person,data/frames/scene10_camA/scene10_camA_f000315.jpg,data/labels/scene10_camA/scene10_camA_f000315.txt
scene10_camA_f000330,scene10_camA.mp4,scene10,330,11.0,train,960,540,night,unknown,unknown,304.37,sharp,16.43,4.95,2.83,2,bus;person,data/frames/scene10_camA/scene10_camA_f000330.jpg,data/labels/scene10_camA/scene10_camA_f000330.txt
scene10_camA_f000345,scene10_camA.mp4,scene10,345,11.5,train,960,540,night,unknown,unknown,307.87,sharp,16.36,5.04,2.82,2,bus;person,data/frames/scene10_camA/scene10_camA_f000345.jpg,data/labels/scene10_camA/scene10_camA_f000345.txt
scene10_camA_f000360,scene10_camA.mp4,scene10,360,12.0,train,960,540,night,unknown,unknown,391.75,sharp,16.4,5.04,2.93,2,bus;person,data/frames/scene10_camA/scene10_camA_f000360.jpg,data/labels/scene10_camA/scene10_camA_f000360.txt
